Add Users to Marketplace,Thêm người dùng vào Marketplace
Add a new address,Thêm địa chỉ mới
Add cards or custom sections on homepage,Thêm thẻ hoặc khu vực tùy chỉnh trên trang chủ
Add more items or open full form,Thêm mặt hàng hoặc mở biểu mẫu đầy đủ
Add notes,Thêm ghi chú
Add the rest of your organization as your users. You can also add invite Customers to your portal by adding them from Contacts,Thêm các thành viên còn lại của tổ chức làm người dùng. Bạn cũng có thể mời Khách hàng vào cổng thông tin bằng cách thêm từ Danh bạ
Add/Remove Recipients,Thêm/Xóa người nhận
Added,Đã thêm
Added {0} users,Đã thêm {0} người dùng
Additional Salary Component Exists.,Đã tồn tại thành phần lương bổ sung
Address,Địa chỉ
Address Line 2,Dòng địa chỉ 2
Address Name,Tên địa chỉ
Address Title,Tiêu đề địa chỉ
Address Type,Loại địa chỉ
Administrative Expenses,Chi phí hành chính
Administrative Officer,Cán bộ hành chính
Administrator,Quản trị viên
Admission,Tuyển sinh
Admission and Enrollment,Tuyển sinh và ghi danh
Admissions for {0},Tuyển sinh cho {0}
Admit,Tiếp nhận
Admitted,Đã tiếp nhận
Advance Payments,Thanh toán tạm ứng
Advance account currency should be same as company currency {0},Tiền tệ tài khoản tạm ứng phải giống tiền tệ công ty {0}
Advance amount cannot be greater than {0} {1},Số tiền tạm ứng không được lớn hơn {0} {1}
Advertising,Quảng cáo
Aerospace,Hàng không vũ trụ
Against,Đối ứng
Against Account,Tài khoản đối ứng
Against Journal Entry {0} does not have any unmatched {1} entry,Bút toán nhật ký đối ứng {0} không có bút toán {1} chưa đối trừ
Against Journal Entry {0} is already adjusted against some other voucher,Bút toán nhật ký đối ứng {0} đã được đối trừ với chứng từ khác
Against Supplier Invoice {0} dated {1},Đối ứng với hóa đơn nhà cung cấp {0} ngày {1}
Against Voucher,Đối ứng chứng từ
Against Voucher Type,Loại chứng từ đối ứng
Age,Tuổi
Age (Days),Tuổi (ngày)
Ageing Based On,Dựa trên tuổi nợ
Ageing Range 1,Khoảng tuổi nợ 1
Ageing Range 2,Khoảng tuổi nợ 2
Ageing Range 3,Khoảng tuổi nợ 3
Agriculture,Nông nghiệp
Agriculture (beta),Nông nghiệp (beta)
Airline,Hàng không
All Accounts,Tất cả tài khoản
All Addresses.,Tất cả địa chỉ
All Assessment Groups,Tất cả nhóm đánh giá
All BOMs,Tất cả BOM
All Contacts.,Tất cả liên hệ
All Customer Groups,Tất cả nhóm khách hàng
All Day,Cả ngày
All Departments,Tất cả phòng ban
All Healthcare Service Units,Tất cả đơn vị dịch vụ y tế
All Item Groups,Tất cả nhóm mặt hàng
All Products,Tất cả sản phẩm
All Products or Services.,Tất cả sản phẩm hoặc dịch vụ
All Student Admissions,Tất cả hồ sơ tuyển sinh
All Supplier Groups,Tất cả nhóm nhà cung cấp
All Supplier scorecards.,Tất cả thẻ điểm nhà cung cấp
All Territories,Tất cả khu vực
All Warehouses,Tất cả kho
All communications including and above this shall be moved into the new Issue,Tất cả trao đổi từ đây trở lên sẽ được chuyển sang Issue mới
All items have already been transferred for this Work Order.,Tất cả mặt hàng đã được chuyển cho Lệnh sản xuất này
All the mandatory Task for employee creation hasn't been done yet.,Chưa hoàn tất các tác vụ bắt buộc để tạo nhân viên
Allocate Payment Amount,Phân bổ số tiền thanh toán
Allocating leaves...,Đang phân bổ nghỉ phép…
Already record exists for the item {0},Đã tồn tại bản ghi cho mặt hàng {0}
"Already set default in pos profile {0} for user {1}, kindly disabled default","Đã thiết lập mặc định trong hồ sơ POS {0} cho người dùng {1}, vui lòng hủy mặc định"
Alternate Item,Mặt hàng thay thế
Alternative item must not be same as item code,Mặt hàng thay thế không được trùng mã mặt hàng
Amended From,Sửa đổi từ
Amount,Số tiền
Amount After Depreciation,Giá trị sau khấu hao
Amount of Integrated Tax,Số tiền thuế tích hợp
Amount of TDS Deducted,Số tiền TDS đã khấu trừ
Amount should not be less than zero.,Số tiền không được nhỏ hơn 0
Amount to Bill,Số tiền cần lập hóa đơn
Amount {0} {1} against {2} {3},Số tiền {0} {1} đối ứng với {2} {3}
Amount {0} {1} deducted against {2},Số tiền {0} {1} được khấu trừ đối với {2}
Amount {0} {1} transferred from {2} to {3},Số tiền {0} {1} được chuyển từ {2} sang {3}
Amount {0} {1} {2} {3},Số tiền {0} {1} {2} {3}
Amt,Số tiền
"An Item Group exists with same name, please change the item name or rename the item group","Đã tồn tại Nhóm mặt hàng cùng tên, vui lòng đổi tên mặt hàng hoặc nhóm"
An academic term with this 'Academic Year' {0} and 'Term Name' {1} already exists. Please modify these entries and try again.,Đã tồn tại học kỳ với Năm học {0} và Tên học kỳ {1}. Vui lòng chỉnh sửa và thử lại
An error occurred during the update process,Đã xảy ra lỗi trong quá trình cập nhật
"An item exists with same name ({0}), please change the item group name or rename the item","Đã tồn tại mặt hàng cùng tên ({0}), vui lòng đổi tên nhóm mặt hàng hoặc đổi tên"
Analyst,Chuyên viên phân tích
Annual Billing: {0},Thanh toán hàng năm: {0}
Another Budget record '{0}' already exists against {1} '{2}' and account '{3}' for fiscal year {4},Đã tồn tại bản ghi ngân sách khác {0} cho {1} {2} và tài khoản {3} trong năm tài chính {4}
Another Period Closing Entry {0} has been made after {1},Đã có một bút toán khóa kỳ {0} được tạo sau {1}
Another Sales Person {0} exists with the same Employee id,Đã tồn tại nhân viên bán hàng {0} với cùng mã nhân viên
Antibiotic,Kháng sinh
Apparel & Accessories,Thời trang & phụ kiện
Applicable For,Áp dụng cho
"Applicable if the company is SpA, SApA or SRL","Áp dụng nếu công ty là SpA, SApA hoặc SRL"
Applicable if the company is a limited liability company,Áp dụng nếu công ty là công ty trách nhiệm hữu hạn
Applicable if the company is an Individual or a Proprietorship,Áp dụng nếu công ty là cá nhân hoặc hộ kinh doanh
Application of Funds (Assets),Ứng dụng nguồn vốn (Tài sản)
Applied,Đã áp dụng
Appointment Confirmation,Xác nhận lịch hẹn
Appointment Duration (mins),Thời lượng cuộc hẹn (phút)
Appointment Type,Loại cuộc hẹn
Appointment {0} and Sales Invoice {1} cancelled,Cuộc hẹn {0} và Hóa đơn bán hàng {1} đã bị hủy
Appointments and Encounters,Cuộc hẹn và hồ sơ khám
Appointments and Patient Encounters,Cuộc hẹn và hồ sơ bệnh nhân
Appraisal {0} created for Employee {1} in the given date range,Đã tạo đánh giá {0} cho nhân viên {1} trong khoảng thời gian chỉ định
Approving Role cannot be same as role the rule is Applicable To,Vai trò phê duyệt không được trùng với vai trò được áp dụng
Approving User cannot be same as user the rule is Applicable To,Người phê duyệt không được trùng với người được áp dụng
"Apps using current key won't be able to access, are you sure?","Các ứng dụng dùng khóa hiện tại sẽ không thể truy cập, bạn có chắc không?"
Are you sure you want to cancel this appointment?,Bạn có chắc chắn muốn hủy cuộc hẹn này không?
Arrear,Truy lĩnh
As Examiner,Với vai trò giám khảo
As On Date,Tại ngày
As Supervisor,Với vai trò giám sát
As per rules 42 & 43 of CGST Rules,Theo quy định 42 & 43 của luật CGST
As per section 17(5),Theo điều khoản 17(5)
Assessment,Đánh giá
Assessment Criteria,Tiêu chí đánh giá
Assessment Group,Nhóm đánh giá
Assessment Group: ,Nhóm đánh giá:
Assessment Plan,Kế hoạch đánh giá
Assessment Plan Name,Tên kế hoạch đánh giá
Assessment Report,Báo cáo đánh giá
Assessment Reports,Các báo cáo đánh giá
Assessment Result,Kết quả đánh giá
Assessment Result record {0} already exists.,Bản ghi kết quả đánh giá {0} đã tồn tại
Asset,Tài sản
Asset Category,Nhóm tài sản
Asset Category is mandatory for Fixed Asset item,Nhóm tài sản là bắt buộc cho mặt hàng tài sản cố định
Asset Maintenance,Bảo trì tài sản
Asset Movement,Di chuyển tài sản
Asset Movement record {0} created,Đã tạo bản ghi di chuyển tài sản {0}
Asset Name,Tên tài sản
Asset Received But Not Billed,Tài sản đã nhận nhưng chưa lập hóa đơn
Asset Value Adjustment,Điều chỉnh giá trị tài sản
"Asset cannot be cancelled, as it is already {0}",Không thể hủy tài sản vì đang ở trạng thái {0}
Asset scrapped via Journal Entry {0},Tài sản đã được thanh lý qua bút toán nhật ký {0}
"Asset {0} cannot be scrapped, as it is already {1}",Không thể thanh lý tài sản {0} vì đang ở trạng thái {1}
Asset {0} does not belong to company {1},Tài sản {0} không thuộc công ty {1}
Asset {0} must be submitted,Tài sản {0} phải được nộp
Assets,Tài sản
Assign To,Giao việc
Associate,Cộng sự
At least one mode of payment is required for POS invoice.,Cần ít nhất một phương thức thanh toán cho hóa đơn POS
Atleast one item should be entered with negative quantity in return document,Cần ít nhất một mặt hàng có số lượng âm trong chứng từ trả hàng
Atleast one of the Selling or Buying must be selected,Phải chọn ít nhất một trong Bán hoặc Mua
Atleast one warehouse is mandatory,Phải chọn ít nhất một kho
Attach Logo,Đính kèm logo
Attachment,Tệp đính kèm
Attachments,Các tệp đính kèm
Attendance can not be marked for future dates,Không thể chấm công cho ngày trong tương lai
Attendance date can not be less than employee's joining date,Ngày chấm công không được trước ngày vào làm của nhân viên
Attendance for employee {0} is already marked,Nhân viên {0} đã được chấm công
Attendance has been marked successfully.,Đã chấm công thành công
Attendance not submitted for {0} as {1} on leave.,Không nộp chấm công cho {0} vì {1} đang nghỉ phép
Attribute table is mandatory,Bảng thuộc tính là bắt buộc
Attribute {0} selected multiple times in Attributes Table,Thuộc tính {0} được chọn nhiều lần trong bảng thuộc tính
Authorized Signatory,Người ký được ủy quyền
Auto Material Requests Generated,Tự động tạo yêu cầu nguyên vật liệu
Auto Repeat,Tự động lặp lại
Auto repeat document updated,Đã cập nhật chứng từ lặp lại tự động
Automotive,Ô tô
Available,Khả dụng
Available Qty,Số lượng khả dụng
Available Selling,Khả dụng để bán
Available for use date is required,Cần nhập ngày sẵn sàng sử dụng
Available slots,Khung giờ khả dụng
Available {0},Khả dụng {0}
Available-for-use Date should be after purchase date,Ngày sẵn sàng sử dụng phải sau ngày mua
Average Age,Tuổi trung bình
Average Rate,Đơn giá trung bình
Avg Daily Outgoing,Giá trị xuất bình quân ngày
Avg. Buying Price List Rate,Giá mua trung bình theo bảng giá
Avg. Selling Price List Rate,Giá bán trung bình theo bảng giá
Avg. Selling Rate,Giá bán trung bình
BOM,BOM
BOM Browser,Trình duyệt BOM
BOM No,Số BOM
BOM Rate,Đơn giá BOM
BOM Stock Report,Báo cáo tồn BOM
BOM and Manufacturing Quantity are required,BOM và số lượng sản xuất là bắt buộc
BOM does not contain any stock item,BOM không chứa mặt hàng tồn kho
BOM {0} does not belong to Item {1},BOM {0} không thuộc mặt hàng {1}
BOM {0} must be active,BOM {0} phải đang hoạt động
BOM {0} must be submitted,BOM {0} phải được nộp
Balance,Số dư
Balance (Dr - Cr),Số dư (Nợ - Có)
Balance ({0}),Số dư ({0})
Balance Qty,Số lượng tồn
Balance Sheet,Bảng cân đối kế toán
Balance Value,Giá trị tồn
Balance for Account {0} must always be {1},Số dư của tài khoản {0} luôn phải là {1}
Bank,Ngân hàng
Bank Account,Tài khoản ngân hàng
Bank Accounts,Các tài khoản ngân hàng
Bank Draft,Hối phiếu ngân hàng
Bank Name,Tên ngân hàng
Bank Overdraft Account,Tài khoản thấu chi
Bank Reconciliation,Đối chiếu ngân hàng
Bank Reconciliation Statement,Báo cáo đối chiếu ngân hàng
Bank Statement,Sao kê ngân hàng
Bank Statement Settings,Thiết lập sao kê ngân hàng
Bank Statement balance as per General Ledger,Số dư sao kê theo sổ cái
Bank account cannot be named as {0},Không thể đặt tên tài khoản ngân hàng là {0}
Bank/Cash transactions against party or for internal transfer,Giao dịch ngân hàng/tiền mặt với đối tác hoặc chuyển nội bộ
Banking,Ngân hàng
Banking and Payments,Ngân hàng và thanh toán
Barcode {0} already used in Item {1},Mã vạch {0} đã được dùng cho mặt hàng {1}
Barcode {0} is not a valid {1} code,Mã vạch {0} không phải mã {1} hợp lệ
Base URL,URL gốc
Based On,Dựa trên
Based On Payment Terms,Dựa trên điều khoản thanh toán
Batch,Lô
Batch Entries,Bút toán theo lô
Batch ID is mandatory,Mã lô là bắt buộc
Batch Inventory,Tồn kho theo lô
Batch Name,Tên lô
Batch No,Số lô
Batch number is mandatory for Item {0},Số lô là bắt buộc cho mặt hàng {0}
Batch {0} of Item {1} has expired.,Lô {0} của mặt hàng {1} đã hết hạn
Batch {0} of Item {1} is disabled.,Lô {0} của mặt hàng {1} đã bị vô hiệu
Batch: ,Lô:
Batches,Danh sách lô
Become a Seller,Trở thành người bán
Bill,Hóa đơn
Bill Date,Ngày hóa đơn
Bill No,Số hóa đơn
Bill of Materials,Định mức nguyên vật liệu
Bill of Materials (BOM),Định mức nguyên vật liệu (BOM)
Billable Hours,Giờ có thể tính phí
Billed,Đã lập hóa đơn
Billed Amount,Số tiền đã lập hóa đơn
Billing Address,Địa chỉ thanh toán
Billing Address is same as Shipping Address,Địa chỉ thanh toán giống địa chỉ giao hàng
Billing Amount,Giá trị thanh toán
Billing Status,Trạng thái thanh toán
Billing currency must be equal to either default company's currency or party account currency,Tiền tệ thanh toán phải trùng với tiền tệ công ty hoặc tiền tệ tài khoản đối tác
Bills raised by Suppliers.,Hóa đơn do nhà cung cấp phát hành
Bills raised to Customers.,Hóa đơn phát hành cho khách hàng
Biotechnology,Công nghệ sinh học
Black,Màu đen
Blanket Orders from Costumers.,Đơn hàng khung từ khách hàng
Block Invoice,Chặn hóa đơn
Boms,Định mức BOM
Both Trial Period Start Date and Trial Period End Date must be set,Cả Ngày bắt đầu dùng thử và Ngày kết thúc dùng thử đều phải được thiết lập
Both Warehouse must belong to same Company,Cả hai kho phải thuộc cùng một Công ty
Branch,Chi nhánh
Broadcasting,Phát sóng
Brokerage,Phí môi giới
Browse BOM,Duyệt BOM
Budget Against,Ngân sách theo
Budget List,Danh sách Ngân sách
Budget Variance Report,Báo cáo chênh lệch Ngân sách
Budget cannot be assigned against Group Account {0},Không thể gán Ngân sách cho Tài khoản Nhóm {0}
"Budget cannot be assigned against {0}, as it's not an Income or Expense account",Không thể gán Ngân sách cho {0} vì đây không phải là tài khoản Thu nhập hoặc Chi phí
Buildings,Tòa nhà
Bundle items at time of sale.,Gộp mặt hàng tại thời điểm bán
Business Development Manager,Quản lý Phát triển Kinh doanh
Buy,Mua
Buying,Mua hàng
Buying Amount,Giá trị mua
Buying Price List,Bảng giá mua
Buying Rate,Đơn giá mua
"Buying must be checked, if Applicable For is selected as {0}",Phải chọn “Mua hàng” nếu “Áp dụng cho” được chọn là {0}
By {0},Bởi {0}
Bypass credit check at Sales Order ,Bỏ qua kiểm tra tín dụng tại Đơn bán hàng
C-Form records,Hồ sơ C-Form
C-form is not applicable for Invoice: {0},C-Form không áp dụng cho Hóa đơn: {0}
CEO,Tổng Giám đốc (CEO)
CESS Amount,Số tiền CESS
CGST Amount,Số tiền CGST
CRM,CRM (Quản lý quan hệ khách hàng)
CWIP Account,Tài khoản CWIP (Chi phí xây dựng dở dang)
Calculated Bank Statement balance,Số dư Sao kê Ngân hàng được tính toán
Campaign,Chiến dịch
Can be approved by {0},Có thể được phê duyệt bởi {0}
"Can not filter based on Account, if grouped by Account",Không thể lọc theo Tài khoản nếu đang nhóm theo Tài khoản
"Can not filter based on Voucher No, if grouped by Voucher",Không thể lọc theo Số chứng từ nếu đang nhóm theo Chứng từ
"Can not mark Inpatient Record Discharged, there are Unbilled Invoices {0}",Không thể đánh dấu Hồ sơ nội trú là Đã xuất viện vì còn Hóa đơn chưa lập {0}
Can only make payment against unbilled {0},Chỉ có thể tạo thanh toán cho {0} chưa lập hóa đơn
Can refer row only if the charge type is 'On Previous Row Amount' or 'Previous Row Total',Chỉ có thể tham chiếu dòng nếu loại phí là “Theo số tiền dòng trước” hoặc “Theo tổng dòng trước”
"Can't change valuation method, as there are transactions against some items which does not have it's own valuation method",Không thể thay đổi phương pháp định giá vì đã có giao dịch cho một số mặt hàng không có phương pháp định giá riêng
Can't create standard criteria. Please rename the criteria,Không thể tạo tiêu chí chuẩn. Vui lòng đổi tên tiêu chí
Cancel,Hủy
Cancel Material Visit {0} before cancelling this Warranty Claim,Hủy Chuyến vật tư {0} trước khi hủy Yêu cầu bảo hành này
Cancel Material Visits {0} before cancelling this Maintenance Visit,Hủy các Chuyến vật tư {0} trước khi hủy Lịch bảo trì này
Cancel Subscription,Hủy đăng ký
Cancel the journal entry {0} first,Hủy bút toán nhật ký {0} trước
Canceled,Đã hủy
"Cannot Submit, Employees left to mark attendance","Không thể gửi, vẫn còn nhân viên chưa chấm công"
Cannot be a fixed asset item as Stock Ledger is created.,Không thể là tài sản cố định vì đã có Sổ kho được tạo
Cannot cancel because submitted Stock Entry {0} exists,Không thể hủy vì tồn tại Phiếu nhập kho đã gửi {0}
Cannot cancel transaction for Completed Work Order.,Không thể hủy giao dịch cho Lệnh sản xuất đã hoàn tất
Cannot cancel {0} {1} because Serial No {2} does not belong to the warehouse {3},Không thể hủy {0} {1} vì Số sê-ri {2} không thuộc kho {3}
Cannot change Attributes after stock transaction. Make a new Item and transfer stock to the new Item,Không thể thay đổi Thuộc tính sau khi phát sinh giao dịch kho. Hãy tạo Mặt hàng mới và chuyển tồn kho sang mặt hàng mới
Cannot change Fiscal Year Start Date and Fiscal Year End Date once the Fiscal Year is saved.,Không thể thay đổi Ngày bắt đầu và Ngày kết thúc Năm tài chính sau khi đã lưu
Cannot change Service Stop Date for item in row {0},Không thể thay đổi Ngày dừng dịch vụ cho mặt hàng tại dòng {0}
Cannot change Variant properties after stock transaction. You will have to make a new Item to do this.,Không thể thay đổi thuộc tính Biến thể sau khi có giao dịch kho. Cần tạo Mặt hàng mới để thực hiện
"Cannot change company's default currency, because there are existing transactions. Transactions must be cancelled to change the default currency.",Không thể thay đổi tiền tệ mặc định của công ty vì đã có giao dịch. Phải hủy các giao dịch để thay đổi
Cannot change status as student {0} is linked with student application {1},Không thể thay đổi trạng thái vì sinh viên {0} đang liên kết với đơn đăng ký {1}
Cannot convert Cost Center to ledger as it has child nodes,Không thể chuyển Trung tâm chi phí thành sổ cái vì có nút con
Cannot covert to Group because Account Type is selected.,Không thể chuyển sang Nhóm vì đã chọn Loại tài khoản
Cannot create Retention Bonus for left Employees,Không thể tạo Thưởng giữ chân cho nhân viên đã nghỉ việc
Cannot create a Delivery Trip from Draft documents.,Không thể tạo Chuyến giao hàng từ chứng từ nháp
Cannot deactivate or cancel BOM as it is linked with other BOMs,Không thể ngừng kích hoạt hoặc hủy BOM vì đang liên kết với BOM khác
"Cannot declare as lost, because Quotation has been made.",Không thể khai báo là Đã mất vì đã có Báo giá được lập
Cannot deduct when category is for 'Valuation' or 'Valuation and Total',Không thể khấu trừ khi danh mục là “Định giá” hoặc “Định giá và Tổng”
Cannot deduct when category is for 'Valuation' or 'Vaulation and Total',Không thể khấu trừ khi danh mục là “Định giá” hoặc “Định giá và Tổng”
"Cannot delete Serial No {0}, as it is used in stock transactions",Không thể xóa Số sê-ri {0} vì đã được dùng trong giao dịch kho
Cannot enroll more than {0} students for this student group.,Không thể ghi danh quá {0} sinh viên cho nhóm sinh viên này
Cannot produce more Item {0} than Sales Order quantity {1},Không thể sản xuất nhiều hơn số lượng {0} so với Đơn bán hàng {1}
Cannot promote Employee with status Left,Không thể thăng chức cho Nhân viên có trạng thái Đã nghỉ
Cannot refer row number greater than or equal to current row number for this Charge type,Không thể tham chiếu số dòng lớn hơn hoặc bằng dòng hiện tại cho loại phí này
Cannot select charge type as 'On Previous Row Amount' or 'On Previous Row Total' for first row,Không thể chọn loại phí “Theo số tiền dòng trước” hoặc “Theo tổng dòng trước” cho dòng đầu tiên
Cannot set as Lost as Sales Order is made.,Không thể đặt trạng thái Đã mất vì đã có Đơn bán hàng
Cannot set authorization on basis of Discount for {0},Không thể thiết lập phân quyền dựa trên Chiết khấu cho {0}
Cannot set multiple Item Defaults for a company.,Không thể thiết lập nhiều Mặc định mặt hàng cho cùng một công ty
Cannot set quantity less than delivered quantity,Không thể đặt số lượng nhỏ hơn số lượng đã giao
Cannot set quantity less than received quantity,Không thể đặt số lượng nhỏ hơn số lượng đã nhận
Cannot set the field <b>{0}</b> for copying in variants,Không thể thiết lập trường <b>{0}</b> để sao chép cho biến thể
Cannot transfer Employee with status Left,Không thể chuyển Nhân viên có trạng thái Đã nghỉ
